movie_title,imdb_score,title_year
The Fog ,6.8,1980.0
Tom Jones ,6.8,1963.0
Unfriended ,5.7,2014.0
Taxi Driver ,8.3,1976.0
The Howling ,6.6,1981.0
Dr. No ,7.3,1962.0
Chernobyl Diaries ,5.0,2012.0
Hellraiser ,7.0,1987.0
God's Not Dead 2 ,3.4,2016.0
Cry_Wolf ,5.9,2005.0
Godzilla 2000 ,6.0,1999.0
Blue Valentine ,7.4,2010.0
Transamerica ,7.4,2005.0
The Devil Inside ,4.2,2012.0
Beyond the Valley of the Dolls ,6.2,1970.0
Love Me Tender ,6.2,1956.0
An Inconvenient Truth ,7.5,2006.0
Sands of Iwo Jima ,7.2,1949.0
Shine a Light ,7.2,2008.0
The Green Inferno ,5.4,2013.0
Departure ,7.0,2015.0
The Sessions ,7.2,2012.0
"Food, Inc. ",7.9,2008.0
October Baby ,6.8,2011.0
Next Stop Wonderland ,6.7,1998.0
Juno ,7.5,2007.0
The Skeleton Twins ,6.8,2014.0
Martha Marcy May Marlene ,6.9,2011.0
Obvious Child ,6.8,2014.0
Frozen River ,7.2,2008.0
20 Feet from Stardom ,7.4,2013.0
Two Girls and a Guy ,5.6,1997.0
Walking and Talking ,6.8,1996.0
The Full Monty ,7.2,1997.0
Who Killed the Electric Car? ,7.7,2006.0
The Broken Hearts Club: A Romantic Comedy ,7.0,2000.0
Bubba Ho-Tep ,7.2,2002.0
Goosebumps ,6.4,2015.0
Slam ,7.2,1998.0
Brigham City ,7.2,2001.0
Fiza ,6.2,2000.0
History of the World: Part I ,6.9,1981.0
Orgazmo ,6.2,1997.0
All the Real Girls ,6.9,2003.0
Dream with the Fishes ,7.0,1997.0
Blue Car ,6.7,2002.0
Luminarias ,3.6,2000.0
Palo Alto ,6.3,2013.0
Ajami ,7.4,2009.0
Wristcutters: A Love Story ,7.4,2006.0
I Origins ,7.3,2014.0
The Battle of Shaker Heights ,6.1,2003.0
The Lovely Bones ,6.7,2009.0
The Act of Killing ,8.2,2012.0
Taxi to the Dark Side ,7.7,2007.0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,7.3,2006.0
Guiana 1838 ,7.4,2004.0
Lisa Picard Is Famous ,5.7,2000.0
Antarctica: A Year on Ice ,7.6,2013.0
A Lego Brickumentary ,6.8,2014.0
Hardflip ,5.6,2012.0
Chocolate: Deep Dark Secrets ,4.8,2005.0
The House of the Devil ,6.4,2009.0
The Perfect Host ,6.8,2010.0
Safe Men ,6.1,1998.0
Speedway Junky ,5.2,1999.0
The Last Big Thing ,6.9,1996.0
The Specials ,6.0,2000.0
16 to Life ,6.3,2009.0
Alone with Her ,6.1,2006.0
Creative Control ,5.5,2015.0
Special ,6.9,2006.0
Sparkler ,5.6,1997.0
The Helix... Loaded ,1.9,2005.0
In Her Line of Fire ,4.1,2006.0
The Jimmy Show ,5.4,2001.0
Heli ,6.8,2013.0
Karachi se Lahore ,7.0,2015.0
Loving Annabelle ,6.7,2006.0
Hits ,5.8,2014.0
Jimmy and Judy ,6.2,2006.0
Frat Party ,2.8,2009.0
The Party's Over ,7.3,1965.0
Proud ,5.8,2004.0
The Poker House ,6.5,2008.0
Childless ,6.1,2008.0
ZMD: Zombies of Mass Destruction ,5.1,2009.0
Snow White: A Deadly Summer ,2.2,2012.0
Hidden Away ,7.2,2014.0
My Last Day Without You ,5.7,2011.0
Steppin: The Movie ,3.4,2009.0
Doc Holliday's Revenge ,3.8,2014.0
Black Rock ,4.7,2012.0
Truth or Die ,5.6,2012.0
The Pet ,3.9,2006.0
Bang Bang Baby ,5.4,2014.0
Fear Clinic ,5.2,2015.0
Zombie Hunter ,3.5,2013.0
A Fine Step ,5.3,2014.0
Trance ,7.0,2013.0
Charly ,7.1,1968.0
Banshee Chapter ,5.5,2013.0
Jesse             ,5.9,
Ask Me Anything ,6.0,2014.0
And Then Came Love ,4.8,2007.0
Food Chains ,7.1,2014.0
On the Waterfront ,8.2,1954.0
L!fe Happens ,5.7,2011.0
"4 Months, 3 Weeks and 2 Days ",7.9,2007.0
The Horror Network Vol. 1 ,7.3,2015.0
Hard Candy ,7.1,2005.0
The Quiet ,6.4,2005.0
Circumstance ,5.9,2011.0
Fruitvale Station ,7.5,2013.0
The Brass Teapot ,6.4,2012.0
Bambi ,7.4,1942.0
The Hammer ,7.3,2007.0
Snitch ,6.5,2013.0
Latter Days ,7.2,2003.0
Elza ,6.7,2011.0
1982 ,7.1,2013.0
"For a Good Time, Call... ",6.0,2012.0
Celeste & Jesse Forever ,6.7,2012.0
Time Changer ,5.6,2002.0
London to Brighton ,7.0,2006.0
American Hero ,4.9,2015.0
Windsor Drive ,3.2,2015.0
A Separation ,8.4,2011.0
Crying with Laughter ,6.9,2009.0
Welcome to the Dollhouse ,7.5,1995.0
Ruby in Paradise ,7.2,1993.0
Raising Victor Vargas ,7.2,2002.0
Pandora's Box ,8.0,1929.0
Harrison Montgomery ,7.4,2008.0
Live-In Maid ,7.2,2004.0
Deterrence ,6.5,1999.0
The Mudge Boy ,7.2,2003.0
The Young Unknowns ,4.2,2000.0
Not Cool ,5.1,2014.0
Dead Snow ,6.4,2009.0
Saints and Soldiers ,6.8,2003.0
Vessel ,6.2,2012.0
American Graffiti ,7.5,1973.0
Iraq for Sale: The War Profiteers ,7.7,2006.0
Aqua Teen Hunger Force Colon Movie Film for Theaters ,6.9,2007.0
Safety Not Guaranteed ,7.0,2012.0
Kevin Hart: Laugh at My Pain ,7.5,2011.0
Kill List ,6.3,2011.0
The Innkeepers ,5.5,2011.0
The Unborn ,4.8,2009.0
The Conformist ,8.1,1970.0
Interview with the Assassin ,6.6,2002.0
Donkey Punch ,5.2,2008.0
All the Boys Love Mandy Lane ,5.6,2006.0
Bled ,3.1,2009.0
High Noon ,8.1,1952.0
Hoop Dreams ,8.3,1994.0
Rize ,7.1,2005.0
Destiny ,8.1,2014.0
L.I.E. ,7.2,2001.0
The Sisterhood of Night ,6.3,2014.0
B-Girl ,4.0,2009.0
King Kong ,7.2,2005.0
House of Wax ,5.3,2005.0
Half Nelson ,7.2,2006.0
Naturally Native ,6.5,1998.0
Hav Plenty ,6.5,1997.0
Adulterers ,4.9,2015.0
Escape from Tomorrow ,5.2,2013.0
Starsuckers ,7.4,2009.0
The Hadza: Last of the First ,7.4,2014.0
After ,5.4,2012.0
Treachery ,3.9,2013.0
Walter ,5.3,2015.0
Top Hat ,7.8,1935.0
The Blair Witch Project ,6.4,1999.0
Woodstock ,8.1,1970.0
The Kentucky Fried Movie ,6.5,1977.0
Mercy Streets ,5.6,2000.0
Arnolds Park ,5.6,2007.0
Broken Vessels ,6.6,1998.0
Water & Power ,6.3,2013.0
They Will Have to Kill Us First ,7.7,2015.0
Crop Circles: Quest for Truth ,7.0,2002.0
Light from the Darkroom ,8.0,2014.0
Irreplaceable ,7.2,2016.0
The Maid's Room ,4.5,2013.0
A Hard Day's Night ,7.7,1964.0
The Harvest/La Cosecha ,7.2,2011.0
Love Letters ,6.1,1983.0
Julija in alfa Romeo ,6.4,2015.0
Fireproof ,6.5,2008.0
Faith Connections ,7.0,2013.0
Benji ,6.1,1974.0
Open Water ,5.7,2003.0
High Road ,5.4,2011.0
Kingdom of the Spiders ,5.9,1977.0
Mad Hot Ballroom ,7.5,2005.0
The Station Agent ,7.7,2003.0
To Save a Life ,7.1,2009.0
Wordplay ,7.4,2006.0
Beyond the Mat ,7.6,1999.0
The Singles Ward ,6.4,2002.0
Osama ,7.4,2003.0
Sholem Aleichem: Laughing in the Darkness ,6.8,2011.0
Groove ,6.5,2000.0
The R.M. ,6.0,2003.0
Twin Falls Idaho ,7.3,1999.0
Mean Creek ,7.3,2004.0
Hurricane Streets ,6.5,1997.0
Never Again ,6.0,2001.0
Civil Brand ,5.3,2002.0
Lonesome Jim ,6.6,2005.0
Drinking Buddies ,6.1,2013.0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,7.1,2012.0
Seven Samurai ,8.7,1954.0
The Other Dream Team ,8.4,2012.0
Johnny Suede ,5.8,1991.0
Finishing the Game: The Search for a New Bruce Lee ,6.2,2007.0
Rubber ,5.8,2010.0
Home ,6.7,2015.0
Kiss the Bride ,5.7,2007.0
The Slaughter Rule ,6.1,2002.0
Monsters ,6.4,2010.0
The Californians ,5.0,2005.0
The Living Wake ,6.5,2007.0
Detention of the Dead ,4.6,2012.0
Crazy Stone ,7.7,2006.0
Scott Walker: 30 Century Man ,7.3,2006.0
Everything Put Together ,6.6,2000.0
Good Kill ,6.4,2014.0
Insomnia Manica ,5.8,2005.0
The Outrageous Sophie Tucker ,7.2,2014.0
Now Is Good ,7.2,2012.0
Girls Gone Dead ,3.5,2012.0
America Is Still the Place ,7.5,2015.0
Subconscious ,2.2,2015.0
Crossroads ,3.3,2002.0
Enter Nowhere ,6.6,2011.0
The King of Najayo ,6.9,2012.0
Fight to the Finish ,4.0,2016.0
Alleluia! The Devil's Carnival ,7.4,2016.0
The Sound and the Shadow ,8.3,2014.0
Rodeo Girl ,5.7,2016.0
Born to Fly: Elizabeth Streb vs. Gravity ,6.8,2014.0
The Little Ponderosa Zoo ,5.2,2016.0
Oz the Great and Powerful ,6.4,2013.0
The Toxic Avenger ,6.2,1984.0
Straight Out of Brooklyn ,5.9,1991.0
Bloody Sunday ,7.7,2002.0
Diamond Ruff ,4.3,2015.0
Conversations with Other Women ,7.1,2005.0
Poultrygeist: Night of the Chicken Dead ,6.2,2006.0
Mutual Friends ,6.8,2013.0
42nd Street ,7.7,1933.0
Rise of the Entrepreneur: The Search for a Better Way ,8.2,2014.0
Metropolitan ,7.5,1990.0
As It Is in Heaven ,7.6,2004.0
Roadside ,4.1,2013.0
Napoleon Dynamite ,6.9,2004.0
Blue Ruin ,7.1,2013.0
Paranormal Activity ,6.3,2007.0
Dogtown and Z-Boys ,7.7,2001.0
Monty Python and the Holy Grail ,8.3,1975.0
Quinceañera ,7.1,2006.0
Gory Gory Hallelujah ,4.7,2003.0
Heroes             ,7.7,
Tarnation ,7.2,2003.0
I Want Your Money ,5.1,2010.0
Love in the Time of Monsters ,5.4,2014.0
The Beyond ,6.9,1981.0
Home Movies             ,8.2,
What Happens in Vegas ,6.1,2008.0
The Dark Hours ,6.1,2005.0
My Beautiful Laundrette ,6.9,1985.0
Fabled ,5.8,2002.0
Show Me ,6.0,2004.0
Cries & Whispers ,8.2,1972.0
Intolerance: Love's Struggle Throughout the Ages ,8.0,1916.0
Trekkies ,7.0,1997.0
The Broadway Melody ,6.3,1929.0
The Evil Dead ,7.6,1981.0
Maniac ,6.1,2012.0
Censored Voices ,7.2,2015.0
Murderball ,7.8,2005.0
American Ninja 2: The Confrontation ,4.7,1987.0
51 Birch Street ,7.5,2005.0
Revolution             ,6.7,
Rotor DR1 ,3.4,2015.0
Halloween ,7.9,1978.0
12 Angry Men ,8.9,1957.0
My Dog Tulip ,6.9,2009.0
It Happened One Night ,8.2,1934.0
Dogtooth ,7.3,2009.0
Tupac: Resurrection ,8.0,2003.0
Tumbleweeds ,6.7,1999.0
The Prophecy ,6.6,1995.0
When the Cat's Away ,6.9,1996.0
Pieces of April ,7.1,2003.0
The Big Swap ,5.6,1998.0
Old Joy ,6.7,2006.0
Wendy and Lucy ,7.1,2008.0
3 Backyards ,5.2,2010.0
Pierrot le Fou ,7.7,1965.0
Sisters in Law ,7.5,2005.0
Ayurveda: Art of Being ,7.6,2001.0
Nothing But a Man ,8.1,1964.0
"First Love, Last Rites ",5.5,1997.0
Fighting Tommy Riley ,6.6,2004.0
Royal Kill ,3.2,2009.0
Across the Universe ,7.4,2007.0
The Looking Glass ,6.6,2015.0
Death Race 2000 ,6.2,1975.0
Locker 13 ,4.8,2014.0
Midnight Cabaret ,4.5,1990.0
Anderson's Cross ,7.2,2010.0
Bizarre ,4.3,2015.0
Graduation Day ,4.5,1981.0
Some Guy Who Kills People ,6.4,2011.0
Compliance ,6.4,2012.0
Chasing Amy ,7.3,1997.0
Lovely & Amazing ,6.9,2001.0
Death Calls ,4.3,2010.0
Better Luck Tomorrow ,7.2,2002.0
The Incredibly True Adventure of Two Girls in Love ,6.5,1995.0
Chuck & Buck ,6.6,2000.0
American Desi ,6.7,2001.0
Amidst the Devil's Wings ,4.3,2014.0
Cube ,7.3,1997.0
Love and Other Catastrophes ,6.4,1996.0
I Married a Strange Person! ,7.0,1997.0
November ,5.5,2004.0
Like Crazy ,6.7,2011.0
Teeth and Blood ,4.3,2015.0
Sugar Town ,6.1,1999.0
The Motel ,6.8,2005.0
The Canyons ,3.9,2013.0
Happy Valley             ,8.5,
On the Outs ,6.9,2004.0
Shotgun Stories ,7.3,2007.0
Exam ,6.9,2009.0
The Sticky Fingers of Time ,6.3,1997.0
Sunday School Musical ,2.5,2008.0
Rust ,5.7,2010.0
Ink ,7.0,2009.0
The Christmas Bunny ,6.2,2010.0
Jesus People ,6.9,2007.0
Butterfly ,4.5,1982.0
UnDivided ,7.8,2013.0
The Frozen ,4.4,2012.0
The Love Letter ,7.4,1998.0
Horse Camp ,6.6,2014.0
Give Me Shelter ,8.0,2014.0
The Big Parade ,8.3,1925.0
Little Big Top ,6.5,2006.0
Along the Roadside ,7.1,2013.0
Bronson ,7.1,2008.0
Western Religion ,4.0,2015.0
Burn ,7.5,2012.0
Urbania ,7.0,2000.0
The Stewardesses ,4.0,1969.0
"The Beast from 20,000 Fathoms ",6.7,1953.0
"20,000 Leagues Under the Sea ",7.2,1954.0
Mad Max ,7.0,1979.0
Swingers ,7.4,1996.0
A Fistful of Dollars ,8.0,1964.0
She Done Him Wrong ,6.5,1933.0
Short Cut to Nirvana: Kumbh Mela ,7.2,2004.0
The Grace Card ,6.4,2010.0
Middle of Nowhere ,6.5,2012.0
3 ,6.8,2010.0
The Business of Fancydancing ,6.9,2002.0
Call + Response ,7.5,2008.0
Side Effects ,7.1,2013.0
Malevolence ,5.1,2003.0
Shooting the Warwicks ,6.2,2015.0
Super Hybrid ,3.9,2010.0
Baghead ,6.0,2008.0
Solitude ,6.8,2014.0
The Case of the Grinning Cat ,7.4,2004.0
Ordet ,8.1,1955.0
Good Dick ,6.5,2008.0
The Man from Earth ,8.0,2007.0
The Trials of Darryl Hunt ,7.7,2006.0
An American Girl Holiday ,7.2,2004.0
Yesterday Was a Lie ,5.4,2008.0
Theresa Is a Mother ,6.7,2012.0
H. ,6.3,2014.0
Archaeology of a Woman ,8.1,2012.0
Children of Heaven ,8.5,1997.0
Weekend ,7.7,2011.0
She's Gotta Have It ,6.5,1986.0
Butterfly Girl ,8.7,2014.0
The World Is Mine ,6.5,2015.0
Another Earth ,7.0,2011.0
The Calling ,5.8,2014.0
Sweet Sweetback's Baadasssss Song ,5.5,1971.0
Perfect Cowboy ,7.0,2014.0
Tadpole ,6.3,2000.0
Once ,7.9,2007.0
The Woman Chaser ,7.3,1999.0
The Horse Boy ,7.4,2009.0
When the Lights Went Out ,5.4,2012.0
Heroes of Dirt ,7.1,2015.0
The Texas Chain Saw Massacre ,7.5,1974.0
A Charlie Brown Christmas ,8.4,1965.0
Antarctic Edge: 70° South ,7.0,2015.0
Aroused ,5.3,2013.0
Top Spin ,7.1,2014.0
Roger & Me ,7.5,1989.0
Cat People ,6.1,1982.0
An American in Hollywood ,7.2,2014.0
Sound of My Voice ,6.7,2011.0
The Brain That Sings ,8.2,2013.0
The Blood of My Brother ,6.6,2005.0
Your Sister's Sister ,6.7,2011.0
Romantic Schemer ,5.1,2015.0
A Dog's Breakfast ,7.0,2007.0
A Dog's Breakfast ,7.0,2007.0
Night of the Living Dead ,8.0,1968.0
Une Femme Mariée ,7.4,1964.0
The Birth of a Nation ,5.4,2016.0
The Work and the Story ,5.7,2003.0
Facing the Giants ,6.7,2006.0
The Gallows ,4.2,2015.0
Eraserhead ,7.4,1977.0
Over the Hill to the Poorhouse ,4.8,1920.0
Hollywood Shuffle ,7.0,1987.0
The Mighty ,7.3,1998.0
Penitentiary ,5.8,1979.0
The Lost Skeleton of Cadavra ,7.0,2001.0
"Dude, Where's My Dog?! ",3.2,2014.0
Cheap Thrills ,6.8,2013.0
Indie Game: The Movie ,7.7,2012.0
Closure ,5.6,2007.0
Open Secret ,7.1,1948.0
Echo Dr. ,3.6,2013.0
The Night Visitor ,6.8,1971.0
The Past is a Grotesque Animal ,7.6,2014.0
The Last House on the Left ,6.6,2009.0
"Peace, Propaganda & the Promised Land ",8.3,2004.0
Pi ,7.5,1998.0
"I Love You, Don't Touch Me! ",5.4,1997.0
20 Dates ,5.3,1998.0
Queen Crab ,4.5,2015.0
Super Size Me ,7.3,2004.0
The FP ,5.6,2011.0
Happy Christmas ,5.6,2014.0
The Brain That Wouldn't Die ,4.1,1962.0
Tiger Orange ,6.8,2014.0
Supporting Characters ,6.3,2012.0
Absentia ,5.8,2011.0
The Brothers McMullen ,6.6,1995.0
The Dirties ,6.7,2013.0
Gabriela ,6.4,1983.0
Tiny Furniture ,6.3,2010.0
Hayride ,3.4,2012.0
The Naked Ape ,4.7,2006.0
Counting ,6.0,2015.0
The Call of Cthulhu ,7.3,2005.0
Bending Steel ,7.9,2013.0
The Signal ,6.1,2014.0
The Image Revolution ,7.4,2014.0
This Is Martin Bonner ,6.6,2013.0
A True Story ,5.5,2013.0
George Washington ,7.5,2000.0
Smiling Fish & Goat on Fire ,7.6,1999.0
Dawn of the Crescent Moon ,5.0,2014.0
Raymond Did It ,3.2,2011.0
The Last Waltz ,8.2,1978.0
"Run, Hide, Die ",3.7,2012.0
The Exploding Girl ,6.3,2009.0
The Legend of God's Gun ,4.1,2007.0
Mutual Appreciation ,6.9,2005.0
Her Cry: La Llorona Investigation ,5.4,2013.0
Down Terrace ,6.5,2009.0
Clerks ,7.8,1994.0
Pink Narcissus ,6.7,1971.0
Funny Ha Ha ,6.4,2002.0
In the Company of Men ,7.3,1997.0
Sabotage ,5.7,2014.0
Manito ,7.0,2002.0
Rampage ,6.3,2009.0
Slacker ,7.1,1991.0
Dutch Kills ,4.8,2015.0
Dry Spell ,3.3,2013.0
Flywheel ,6.9,2003.0
Exeter ,4.6,2015.0
The Ridges ,3.0,2011.0
The Puffy Chair ,6.6,2005.0
Stories of Our Lives ,7.4,2014.0
Breaking Upwards ,6.2,2009.0
All Superheroes Must Die ,4.0,2011.0
Pink Flamingos ,6.1,1972.0
Clean ,6.9,2004.0
The Circle ,7.5,2000.0
Tin Can Man ,6.7,2007.0
The Cure ,7.4,1997.0
On the Downlow ,6.1,2004.0
Sanctuary; Quite a Conundrum ,5.4,2012.0
Bang ,6.4,1995.0
Primer ,7.0,2004.0
Cavite ,6.3,2005.0
El Mariachi ,6.9,1992.0
The Mongol King ,7.8,2005.0
Newlyweds ,6.4,2011.0
Signed Sealed Delivered ,7.7,2013.0
The Following             ,7.5,
A Plague So Pleasant ,6.3,2013.0
Shanghai Calling ,6.3,2012.0
My Date with Drew ,6.6,2004.0
